scenario,text,emotion,intensity
I was recognized publicly for my hard work,I felt happy seeing people applaud my efforts.,joy,5
I was recognized publicly for my hard work,I felt excited and proud as I received the acknowledgment.,joy,6
I was recognized publicly for my hard work,I couldn’t stop smiling as I shared the news with loved ones.,joy,7
I was recognized publicly for my hard work,I felt deeply proud of my accomplishments.,joy,8
I was recognized publicly for my hard work,"I was thrilled, knowing all my effort was appreciated.",joy,9
I was recognized publicly for my hard work,"I felt overjoyed, standing confidently in the spotlight.",joy,10
I successfully grew my first plant,I smiled slightly seeing the first sprout.,joy,1
I successfully grew my first plant,"I thought, “It’s growing!” with quiet happiness.",joy,2
I successfully grew my first plant,I felt a small sense of satisfaction watering it.,joy,3
I successfully grew my first plant,I chuckled softly as I noticed how much it had grown.,joy,4
I successfully grew my first plant,I felt happy seeing its leaves unfold.,joy,5
I successfully grew my first plant,"I shared a picture with my friends, feeling proud.",joy,6
I successfully grew my first plant,I felt deeply joyful knowing my care paid off.,joy,7
I successfully grew my first plant,"I couldn’t stop admiring it, feeling a strong sense of accomplishment.",joy,8
I successfully grew my first plant,"I felt thrilled, planning to grow more plants.",joy,9
I successfully grew my first plant,"I was overjoyed, feeling like a true gardener.",joy,10
I saw my favorite author at a book signing,I felt a little glad to see them in person.,joy,1
I saw my favorite author at a book signing,"I thought, “This is pretty cool.”",joy,2
I saw my favorite author at a book signing,"I smiled softly, feeling a small thrill.",joy,3
I saw my favorite author at a book signing,I felt happy getting a signed copy of their book.,joy,4
I saw my favorite author at a book signing,I chuckled softly at their witty comments.,joy,5
I saw my favorite author at a book signing,I couldn’t stop smiling as I spoke to them briefly.,joy,6
I saw my favorite author at a book signing,I felt deeply joyful knowing I met someone I admired.,joy,7
I saw my favorite author at a book signing,"I shared the moment with a friend, feeling excited.",joy,8
I saw my favorite author at a book signing,"I was thrilled, feeling like I’d met a legend.",joy,9
I saw my favorite author at a book signing,"I was overjoyed, knowing it was a once-in-a-lifetime experience.",joy,10
I danced like no one was watching and felt free,"I moved slightly to the beat, feeling a little happy.",joy,1
I danced like no one was watching and felt free,"I thought, “This feels nice.”",joy,2
I danced like no one was watching and felt free,"I smiled softly, enjoying the rhythm.",joy,3
I danced like no one was watching and felt free,I laughed a little at how carefree I felt.,joy,4
I danced like no one was watching and felt free,I felt happy as the music took over.,joy,5
I danced like no one was watching and felt free,"I moved more confidently, feeling excited.",joy,6
I danced like no one was watching and felt free,I couldn’t stop grinning as I twirled around.,joy,7
I danced like no one was watching and felt free,"I felt deeply joyful, completely lost in the moment.",joy,8
I danced like no one was watching and felt free,"I was thrilled, feeling fully alive and present.",joy,9
I danced like no one was watching and felt free,"I was overwhelmed with happiness, feeling truly liberated.",joy,10
I heard a child’s contagious laughter,I smiled slightly at the cheerful sound.,joy,1
I heard a child’s contagious laughter,"I thought, “That’s so sweet.”",joy,2
I heard a child’s contagious laughter,I felt a small warmth in my heart.,joy,3
I heard a child’s contagious laughter,"I chuckled softly, unable to resist the happiness.",joy,4
I heard a child’s contagious laughter,I felt happy as their giggles filled the room.,joy,5
I heard a child’s contagious laughter,"I laughed along, feeling genuinely joyful.",joy,6
I heard a child’s contagious laughter,I couldn’t stop smiling as it lifted my mood.,joy,7
I heard a child’s contagious laughter,"I felt deeply happy, sharing the moment with them.",joy,8
I heard a child’s contagious laughter,"I was thrilled, feeling like their joy was infectious.",joy,9
I heard a child’s contagious laughter,"I was overjoyed, feeling like the world was brighter in that moment.",joy,10
I took a perfect photo of a beautiful moment,I felt a little happy seeing how well it turned out.,joy,1
I took a perfect photo of a beautiful moment,"I thought, “That’s not bad.”",joy,2
I took a perfect photo of a beautiful moment,"I smiled softly, admiring the composition.",joy,3
I took a perfect photo of a beautiful moment,"I chuckled softly, thinking, “This is frame-worthy.”",joy,4
I took a perfect photo of a beautiful moment,I felt proud of capturing the moment so well.,joy,5
I took a perfect photo of a beautiful moment,"I shared it with friends, feeling excited about their reactions.",joy,6
I took a perfect photo of a beautiful moment,"I couldn’t stop smiling, knowing it was just right.",joy,7
I took a perfect photo of a beautiful moment,"I felt deeply happy, seeing how it conveyed the emotion.",joy,8
I took a perfect photo of a beautiful moment,"I was thrilled, knowing it would be a cherished memory.",joy,9
I took a perfect photo of a beautiful moment,"I was overjoyed, feeling like I had frozen a perfect slice of time.",joy,10
I received a standing ovation after a performance,I felt a small sense of satisfaction.,joy,1
I received a standing ovation after a performance,"I smiled slightly, feeling appreciated.",joy,2
I received a standing ovation after a performance,"I thought, “That went well.”",joy,3
I received a standing ovation after a performance,I felt happy as the applause filled the room.,joy,4
I received a standing ovation after a performance,"I smiled broadly, feeling proud of my effort.",joy,5
I received a standing ovation after a performance,"I waved to the audience, feeling deeply grateful.",joy,6
I received a standing ovation after a performance,"I couldn’t stop grinning, soaking in the moment.",joy,7
I received a standing ovation after a performance,"I felt thrilled, knowing the audience truly loved it.",joy,8
I received a standing ovation after a performance,I felt an overwhelming sense of joy and accomplishment.,joy,9
I received a standing ovation after a performance,"I was overjoyed, feeling like all my hard work paid off.",joy,10
I woke up to the smell of my favorite breakfast,I felt a little happy noticing the aroma.,joy,1
I woke up to the smell of my favorite breakfast,"I thought, “That’s a nice way to wake up.”",joy,2
I woke up to the smell of my favorite breakfast,"I smiled softly, feeling a small anticipation.",joy,3
I woke up to the smell of my favorite breakfast,I felt happy imagining the meal.,joy,4
I woke up to the smell of my favorite breakfast,"I chuckled softly, thinking, “This is going to be great.”",joy,5
I woke up to the smell of my favorite breakfast,I felt excited as I got out of bed.,joy,6
I woke up to the smell of my favorite breakfast,"I grinned widely, eager to start the day.",joy,7
I woke up to the smell of my favorite breakfast,I felt deeply joyful as I sat down to eat.,joy,8
I woke up to the smell of my favorite breakfast,"I was thrilled, knowing the day was off to a perfect start.",joy,9
I woke up to the smell of my favorite breakfast,"I was overjoyed, feeling like it was a wonderful surprise.",joy,10
I got my dream job offer,"I smiled slightly, thinking, “That’s good news.”",joy,1
I got my dream job offer,I felt a little relieved knowing my hard work paid off.,joy,2
I got my dream job offer,"I thought, “This is a great opportunity.”",joy,3
I got my dream job offer,"I smiled broadly, feeling proud of myself.",joy,4
I got my dream job offer,I felt happy sharing the news with my loved ones.,joy,5
I got my dream job offer,I couldn’t stop grinning as I read through the offer details.,joy,6
I got my dream job offer,I celebrated by calling my closest friends.,joy,7
I got my dream job offer,"I felt deeply joyful, realizing all my effort had led to this.",joy,8
I got my dream job offer,"I was thrilled, feeling like my career was taking off.",joy,9
